method,iteration,teacher_teacher,student_teacher_1,student_teacher_2,student_teacher_mean,student_ema,buffers_unchanged
AD-MT,6650,0.9988810038566589,0.9809528684616089,0.9836839973926544,0.9823184329271316,,True
AD-MT,6750,0.9988310754299163,0.9927384388446808,0.9930827200412751,0.9929105794429779,,True
AD-MT,6850,0.9993278169631958,0.9872903579473495,0.985984525680542,0.9866374418139457,,True
AD-MT,6950,0.9991292583942414,0.9869822806119919,0.9867340576648712,0.9868581691384315,,True
AD-MT,7050,0.9990583044290543,0.9937960505485535,0.9944602209329605,0.994128135740757,,True
AD-MT,7150,0.9994525229930877,0.9898498892784119,0.9903110826015472,0.9900804859399795,,True
AD-MT,7250,0.9993761074543,0.9853697103261948,0.9847252017259598,0.9850474560260772,,True
AD-MT,7350,0.9988991582393646,0.9907940286397934,0.9906034624576568,0.9906987455487252,,True
AD-MT,7450,0.9990485823154449,0.9929270410537719,0.9935346913337707,0.9932308661937713,,True
AD-MT,7550,0.9989930683374405,0.9946274161338806,0.9946410781145096,0.9946342471241951,,True
AD-MT,7650,0.998828809261322,0.9865272617340088,0.9851501870155335,0.9858387243747712,,True
AD-MT,7750,0.9989181554317474,0.9869938176870346,0.9856236779689789,0.9863087478280067,,True
AD-MT,7850,0.9991507446765899,0.9904139107465744,0.9898242872953414,0.990119099020958,,True
AD-MT,7950,0.9989757561683654,0.9922756832838059,0.992026942372322,0.992151312828064,,True
AD-MT,8050,0.9992781382799149,0.9903683269023895,0.9916286969184875,0.9909985119104385,,True
AD-MT,8150,0.997643352150917,0.9935687077045441,0.9920548230409623,0.9928117653727532,,True
AD-MT,8250,0.9991889250278473,0.9925904238224029,0.9917995113134385,0.9921949675679207,,True
AD-MT,8350,0.9989721363782883,0.9736637771129608,0.9750217002630234,0.9743427386879921,,True
AD-MT,8450,0.9983546924591065,0.9574656075239182,0.9578361022472381,0.9576508548855781,,True
AD-MT,8550,0.998447573184967,0.976034808754921,0.9789085632562637,0.9774716860055923,,True
AD-MT,8650,0.9990254187583923,0.9901991987228393,0.988073855638504,0.9891365271806717,,True
AD-MT,8750,0.9993406748771667,0.9921891397237778,0.9916713625192642,0.991930251121521,,True
AD-MT,8850,0.9992358279228211,0.9950241070985794,0.9946921837329864,0.9948581454157829,,True
AD-MT,8950,0.9986581969261169,0.9941020792722702,0.9928184461593628,0.9934602627158164,,True
AD-MT,9050,0.9995596927404403,0.9955360424518586,0.9954607057571411,0.9954983741044998,,True
AD-MT,9150,0.9985526126623153,0.9935354924201966,0.9926080864667892,0.9930717894434928,,True
AD-MT,9250,0.9994772917032242,0.994462006688118,0.9938583981990814,0.9941602024435997,,True
AD-MT,9350,0.9992736679315567,0.9939440494775772,0.9930439007282257,0.9934939751029015,,True
AD-MT,9450,0.9990146863460541,0.989868569970131,0.9888337743282318,0.9893511721491813,,True
AD-MT,9550,0.999112720489502,0.9881994968652725,0.9889066231250763,0.9885530599951744,,True
AD-MT,9650,0.9990957283973694,0.9715510529279708,0.9749751383066178,0.9732630956172943,,True
AD-MT,9750,0.9992154175043106,0.9906570947170258,0.9900827205181122,0.9903699076175689,,True
AD-MT,9850,0.9989159029722213,0.9942518419027329,0.9942690062522889,0.9942604240775108,,True
AD-MT,9950,0.9989461445808411,0.995505006313324,0.9953549480438233,0.9954299771785736,,True
AD-MT,10050,0.9993050229549408,0.9876303333044052,0.9883890986442566,0.9880097159743308,,True
AD-MT,10150,0.9990066522359848,0.9897890931367874,0.9909088599681855,0.9903489765524864,,True
AD-MT,10250,0.999138150215149,0.9971119600534439,0.9960925579071045,0.9966022589802742,,True
AD-MT,10350,0.9991792625188828,0.9958882427215576,0.9958323127031327,0.9958602777123451,,True
AD-MT,10450,0.9995088642835617,0.992897013425827,0.9927719658613205,0.9928344896435738,,True
AD-MT,10550,0.9990052270889282,0.985951367020607,0.9852165454626083,0.9855839562416077,,True
AD-MT,10650,0.9991736596822739,0.9949739927053451,0.9956511050462723,0.9953125488758087,,True
AD-MT,10750,0.9994664841890335,0.9943328094482422,0.9943000131845474,0.9943164113163948,,True
AD-MT,10850,0.9993002897500992,0.9956119012832642,0.9957409632205964,0.9956764322519303,,True
AD-MT,10950,0.9987143748998641,0.9901857542991638,0.9898512488603592,0.9900185015797615,,True
AD-MT,11050,0.9989379143714905,0.9962953954935074,0.9964136898517608,0.9963545426726341,,True
AD-MT,11150,0.9991570860147476,0.9963113749027253,0.9958821284770966,0.9960967516899109,,True
AD-MT,11250,0.9993005585670471,0.9970741546154023,0.9971576541662216,0.9971159043908119,,True
AD-MT,11350,0.9993976765871048,0.9959758061170578,0.9967919510602951,0.9963838785886765,,True
AD-MT,11450,0.999522145986557,0.9968847960233689,0.997286097407341,0.9970854467153549,,True
AD-MT,11550,0.9995027154684066,0.994756435751915,0.9953093302249908,0.9950328829884529,,True
AD-MT,11650,0.9994532364606857,0.9971565526723861,0.9971225196123124,0.9971395361423493,,True
AD-MT,11750,0.9995301854610443,0.9960552138090134,0.996272257566452,0.9961637356877326,,True
AD-MT,11850,0.9994837313890457,0.9977652841806411,0.9973908913135529,0.997578087747097,,True
AD-MT,11950,0.9993256133794785,0.9972882467508316,0.997320004105568,0.9973041254281998,,True
AD-MT,12050,0.9995467185974121,0.9968179655075073,0.9968679070472717,0.9968429362773895,,True
AD-MT,12150,0.9993296843767167,0.995760315656662,0.9956942087411881,0.995727262198925,,True
AD-MT,12250,0.9996459978818893,0.9962887185811996,0.996505759358406,0.9963972389698028,,True
AD-MT,12350,0.9993856972455979,0.9962857300043106,0.996831676363945,0.9965587031841278,,True
AD-MT,12450,0.9994737720489502,0.9977991431951523,0.9977903306484223,0.9977947369217872,,True
AD-MT,12550,0.9990397143363953,0.9976370793581009,0.9977119994163514,0.9976745393872261,,True
AD-MT,12650,0.9996868997812272,0.9978796827793122,0.9980353003740311,0.9979574915766716,,True
AD-MT,12750,0.9995299899578094,0.998226660490036,0.9979946511983872,0.9981106558442115,,True
AD-MT,12850,0.9996754539012909,0.9973734962940216,0.9973780655860901,0.9973757809400559,,True
AD-MT,12950,0.9997331702709198,0.9960936135053635,0.996477102637291,0.9962853580713272,,True
AD-MT,13050,0.9996013855934143,0.9948279231786727,0.9956470698118209,0.9952374964952468,,True
AD-MT,13150,0.9995239400863647,0.9977953094244003,0.9976223582029342,0.9977088338136673,,True
AD-MT,13250,0.9994305616617203,0.9964813333749771,0.997426159977913,0.996953746676445,,True
AD-MT,13350,0.9995459163188934,0.9953580594062805,0.9948836743831635,0.995120866894722,,True
AD-MT,13450,0.9994668000936509,0.9949371987581253,0.9960374027490616,0.9954873007535935,,True
AD-MT,13550,0.9993185395002365,0.9947761911153793,0.9948198670148849,0.9947980290651321,,True
AD-MT,13650,0.9995671337842942,0.996616820693016,0.9968318718671799,0.996724346280098,,True
AD-MT,13750,0.9995920950174332,0.9969230967760087,0.9972808456420899,0.9971019712090492,,True
AD-MT,13850,0.999614046216011,0.9978166109323502,0.99806920170784,0.9979429063200951,,True
AD-MT,13950,0.9994650232791901,0.9904745572805405,0.9892963153123856,0.989885436296463,,True
AD-MT,14050,0.9990967977046966,0.9970747834444046,0.9956153726577759,0.9963450780510903,,True
AD-MT,14150,0.9988056463003159,0.9953546547889709,0.9958758026361465,0.9956152287125587,,True
AD-MT,14250,0.9987904345989227,0.996216492652893,0.9967957508563995,0.9965061217546463,,True
AD-MT,14350,0.9995449531078339,0.9968697518110275,0.9967894846200943,0.9968296182155609,,True
AD-MT,14450,0.9995351541042328,0.9975141894817352,0.9969693976640701,0.9972417935729027,,True
AD-MT,14550,0.9994753217697143,0.9962669986486435,0.9962755596637726,0.9962712791562081,,True
AD-MT,14650,0.9997206228971481,0.9976937419176102,0.9975977367162705,0.9976457393169403,,True
AD-MT,14750,0.999745038151741,0.9955911773443222,0.9957111769914627,0.9956511771678924,,True
AD-MT,14850,0.9990137845277787,0.9964428544044495,0.9959459561109543,0.9961944052577019,,True
AD-MT,14950,0.999694612622261,0.9975416612625122,0.9976813906431198,0.997611525952816,,True
AD-MT,15050,0.9996832704544067,0.9986552906036377,0.9982030755281448,0.9984291830658912,,True
AD-MT,15150,0.9996765238046647,0.99822301030159,0.9981211525201797,0.9981720814108849,,True
AD-MT,15250,0.999536349773407,0.9966044425964355,0.9965297847986221,0.9965671136975288,,True
AD-MT,15350,0.9995313513278962,0.9943055558204651,0.9944549328088761,0.9943802443146705,,True
AD-MT,15450,0.9996048575639724,0.9974132710695267,0.9975411880016327,0.9974772295355797,,True
AD-MT,15550,0.999628643989563,0.995464306473732,0.9954057687520981,0.9954350376129151,,True
AD-MT,15650,0.9996728253364563,0.9965830767154693,0.9965015769004821,0.9965423268079757,,True
AD-MT,15750,0.9996177977323533,0.997623673081398,0.9971082174777984,0.9973659452795982,,True
AD-MT,15850,0.9994960379600525,0.9973114317655564,0.996521515250206,0.9969164735078812,,True
AD-MT,15950,0.9995960229635239,0.9987821650505065,0.99811962723732,0.9984508961439132,,True
AD-MT,16050,0.9995480448007583,0.9970015889406204,0.9966685146093368,0.9968350517749787,,True
AD-MT,16150,0.999379101395607,0.9958507120609283,0.9961786043643951,0.9960146582126618,,True
AD-MT,16250,0.9993807232379913,0.9963480597734451,0.9966635191440583,0.9965057894587517,,True
AD-MT,16350,0.9992516213655471,0.9960899251699448,0.9959277039766312,0.9960088145732879,,True
AD-MT,16450,0.9995195269584656,0.9965207660198212,0.9959113478660584,0.9962160569429398,,True
AD-MT,16550,0.9995812177658081,0.9971685653924942,0.9968818992376327,0.9970252323150635,,True
AD-MT,16650,0.9992832505702972,0.997227988243103,0.9976541620492935,0.9974410751461983,,True
AD-MT,16750,0.9990953862667084,0.9970456796884537,0.9973937767744064,0.99721972823143,,True
AD-MT,16850,0.9995256453752518,0.997036594748497,0.9969147968292237,0.9969756957888604,,True
AD-MT,16950,0.9996764516830444,0.9973871594667435,0.9973067134618759,0.9973469364643097,,True
AD-MT,17050,0.9993490326404572,0.997009551525116,0.9964292126893998,0.9967193821072579,,True
AD-MT,17150,0.9993200033903122,0.9973987311124801,0.996809361577034,0.9971040463447571,,True
AD-MT,17250,0.9991951602697372,0.9974144035577774,0.9976731646060943,0.9975437840819359,,True
AD-MT,17350,0.9996870481967925,0.9984381848573685,0.9982484340667724,0.9983433094620705,,True
AD-MT,17450,0.9995720356702804,0.997163827419281,0.9977478885650635,0.9974558579921723,,True
AD-MT,17550,0.9996494084596634,0.995163539648056,0.9955737924575806,0.9953686660528183,,True
AD-MT,17650,0.9995866823196411,0.9986274045705795,0.9984275519847869,0.9985274782776833,,True
AD-MT,17750,0.9995964878797531,0.998425971865654,0.9983703470230103,0.9983981594443321,,True
AD-MT,17850,0.9995869135856629,0.9983553409576416,0.9978002363443375,0.9980777886509895,,True
AD-MT,17950,0.999354784488678,0.9982294636964798,0.9978440898656845,0.9980367767810822,,True
AD-MT,18050,0.9994423526525498,0.99851223051548,0.9986249136924744,0.9985685721039772,,True
AD-MT,18150,0.9995079028606415,0.9972083950042725,0.9976511704921722,0.9974297827482224,,True
AD-MT,18250,0.9995140999555587,0.9969342362880707,0.9972621965408325,0.9970982164144516,,True
AD-MT,18350,0.9996137255430222,0.9983007293939591,0.9980582213401794,0.9981794753670692,,True
AD-MT,18450,0.9994587069749832,0.9958444768190384,0.9947873944044113,0.9953159356117248,,True
AD-MT,18550,0.9985689973831177,0.9986212360858917,0.9987390142679214,0.9986801251769066,,True
AD-MT,18650,0.9995082694292069,0.9991267758607865,0.9987808281183242,0.9989538019895554,,True
AD-MT,18750,0.9990859234333038,0.9975165838003158,0.9977336555719376,0.9976251196861267,,True
AD-MT,18850,0.9994855082035065,0.987684137225151,0.9881655699014664,0.9879248535633087,,True
AD-MT,18950,0.9996436727046967,0.9983208751678467,0.9984299492835998,0.9983754122257232,,True
AD-MT,19050,0.9993811959028244,0.998705164194107,0.99863471865654,0.9986699414253235,,True
AD-MT,19150,0.9993713474273682,0.9992037957906723,0.9988022041320801,0.9990029999613762,,True
AD-MT,19250,0.9996593713760376,0.9992038017511368,0.9990756368637085,0.9991397193074226,,True
AD-MT,19350,0.9993619871139526,0.998084152340889,0.998585638999939,0.998334895670414,,True
AD-MT,19450,0.9996928715705872,0.9989642745256424,0.9990823912620544,0.9990233328938484,,True
AD-MT,19550,0.9993169111013412,0.9990457564592361,0.9984278345108032,0.9987367954850197,,True
AD-MT,19650,0.9993921732902527,0.9964840531349182,0.9959094154834748,0.9961967343091964,,True
AD-MT,19750,0.9993685692548752,0.9983398205041886,0.9978875398635865,0.9981136801838875,,True
AD-MT,19850,0.9993870764970779,0.9989147704839706,0.9986311906576156,0.9987729805707931,,True
AD-MT,19950,0.9991626542806625,0.9974943202733993,0.9976758360862732,0.9975850781798363,,True
AD-MT,20050,0.9996015495061874,0.997940519452095,0.9974734568595887,0.9977069881558418,,True
AD-MT,20150,0.9995096862316132,0.9984557169675827,0.9979793697595596,0.9982175433635712,,True
AD-MT,20250,0.99939173579216,0.9984664034843445,0.9984364175796508,0.9984514105319977,,True
AD-MT,20350,0.9991995793581009,0.9988825744390488,0.9987367928028107,0.9988096836209297,,True
AD-MT,20450,0.9994262111186981,0.9988056612014771,0.9988584995269776,0.9988320803642273,,True
AD-MT,20550,0.9996138137578964,0.9982851845026016,0.9981611347198487,0.9982231596112251,,True
AD-MT,20650,0.9996651130914688,0.9982535147666931,0.9983053565025329,0.9982794356346131,,True
AD-MT,20750,0.9996664941310882,0.9987525975704193,0.9985208880901336,0.9986367428302765,,True
AD-MT,20850,0.9994937497377395,0.9987803483009339,0.9987080335617066,0.9987441909313202,,True
AD-MT,20950,0.9996542483568192,0.9989464014768601,0.9989282929897308,0.9989373472332954,,True
AD-MT,21050,0.9997062569856644,0.9989134556055069,0.9988428950309753,0.9988781753182411,,True
AD-MT,21150,0.9990972620248795,0.9990461045503616,0.9990477985143662,0.9990469515323639,,True
AD-MT,21250,0.9995000755786896,0.9990174156427384,0.9990632808208466,0.9990403482317924,,True
AD-MT,21350,0.9996035027503968,0.9988168883323669,0.9991730374097824,0.9989949628710747,,True
AD-MT,21450,0.9996661752462387,0.998963178396225,0.9991991776227951,0.99908117800951,,True
AD-MT,21550,0.9995130896568298,0.9988871937990189,0.998648561835289,0.9987678778171539,,True
AD-MT,21650,0.9996577495336533,0.9992622655630111,0.9991650748252868,0.999213670194149,,True
AD-MT,21750,0.9993508273363113,0.9988377594947815,0.9989592427015305,0.9988985010981559,,True
AD-MT,21850,0.9995960915088653,0.9993440610170364,0.9993722629547119,0.9993581619858741,,True
AD-MT,21950,0.9995267844200134,0.9990839880704879,0.9991937291622162,0.9991388586163521,,True
AD-MT,22050,0.9995232689380645,0.9992882043123246,0.9993628185987472,0.9993255114555359,,True
AD-MT,22150,0.999553228020668,0.999049197435379,0.9990439456701279,0.9990465715527534,,True
AD-MT,22250,0.9996027499437332,0.9990477508306503,0.9989584457874298,0.9990030983090401,,True
AD-MT,22350,0.9996011477708816,0.9990277922153473,0.999104306101799,0.9990660491585731,,True
AD-MT,22450,0.9992912286520004,0.9982064938545228,0.9984383344650268,0.9983224141597747,,True
AD-MT,22550,0.9997143858671188,0.9995423775911331,0.9993263131380081,0.9994343453645707,,True
AD-MT,22650,0.9992979663610458,0.9991714978218078,0.999231259226799,0.9992013785243035,,True
AD-MT,22750,0.9991923052072526,0.9993006598949432,0.9993324130773544,0.9993165364861488,,True
AD-MT,22850,0.9994195699691772,0.999242194890976,0.9991957592964172,0.9992189770936966,,True
AD-MT,22950,0.9990451955795288,0.9995541560649872,0.9992572468519211,0.9994057014584541,,True
AD-MT,23050,0.9997315615415573,0.9995208477973938,0.9995831501483917,0.9995519989728927,,True
AD-MT,23150,0.9997199684381485,0.9993426644802094,0.9995282191038132,0.9994354417920113,,True
AD-MT,23250,0.9997147858142853,0.9991210389137268,0.9993470972776413,0.999234068095684,,True
AD-MT,23350,0.9997028106451035,0.9995551896095276,0.999420200586319,0.9994876950979232,,True
AD-MT,23450,0.9995969605445861,0.9995707452297211,0.9993399971723557,0.9994553712010383,,True
AD-MT,23550,0.9995836806297302,0.999485969543457,0.999604360461235,0.999545165002346,,True
AD-MT,23650,0.9994649815559388,0.9991502863168716,0.9996708703041076,0.9994105783104896,,True
AD-MT,23750,0.9996173739433288,0.9992795592546463,0.9995672887563706,0.9994234240055084,,True
AD-MT,23850,0.9995787334442139,0.999645614027977,0.9994761490821839,0.9995608815550804,,True
AD-MT,23950,0.9996550738811493,0.9995789390802383,0.999406019449234,0.9994924792647362,,True
AD-MT,24050,0.9993180340528488,0.9996109914779663,0.9994269800186157,0.999518985748291,,True
AD-MT,24150,0.9994403487443924,0.9995845746994019,0.9995266604423523,0.9995556175708771,,True
AD-MT,24250,0.9994374698400498,0.9996877723932266,0.9992787206172943,0.9994832465052604,,True
AD-MT,24350,0.9995071041584015,0.9995393997430801,0.9993549662828446,0.9994471830129623,,True
AD-MT,24450,0.9991161739826202,0.9996676993370056,0.999473397731781,0.9995705485343933,,True
AD-MT,24550,0.9990311777591705,0.9995959883928299,0.9996303105354309,0.9996131494641304,,True
AD-MT,24650,0.9997124350070954,0.999556359052658,0.9996666020154953,0.9996114805340767,,True
AD-MT,24750,0.999755642414093,0.9996381980180741,0.9997418677806854,0.9996900328993797,,True
AD-MT,24850,0.9996133035421372,0.9996212601661683,0.9996733069419861,0.9996472835540772,,True
AD-MT,24950,0.9995997565984726,0.9995251989364624,0.9997615277767181,0.9996433633565903,,True
CBASM,50,0.42288500532507894,0.38511035025119783,0.4104801318049431,0.39779524102807046,0.9851020091772079,True
CBASM,150,0.45217408522963526,0.37884187921881673,0.33566398307681083,0.3572529311478138,0.8256498122215271,True
CBASM,250,0.39177016630768774,0.38348440289497376,0.3707726207375526,0.3771285118162632,0.8710039582848549,True
CBASM,350,0.5112260526418686,0.41819274991750716,0.36927197605371476,0.393732362985611,0.9055182868242264,True
CBASM,450,0.518274482190609,0.40605796217918394,0.3492755790054798,0.3776667705923319,0.9300793600082398,True
CBASM,550,0.5343701827526093,0.4237324374914169,0.3741452294588089,0.39893883347511294,0.9613629412651062,True
CBASM,650,0.5680862316489219,0.44053432494401934,0.3714598652720451,0.4059970951080322,0.9716682648658752,True
CBASM,750,0.5979067587852478,0.4677050030231476,0.414593887925148,0.4411494454741478,0.9744059699773788,True
CBASM,850,0.6165427935123443,0.4795093780755997,0.3904455932974815,0.4349774856865406,0.9789640241861344,True
CBASM,950,0.647778360247612,0.4990367564558983,0.39368020206689835,0.4463584792613983,0.9827053046226502,True
CBASM,1050,0.6369972407817841,0.5045448970794678,0.3872584390640259,0.4459016680717468,0.9866559451818466,True
CBASM,1150,0.6454624754190444,0.5143229442834855,0.4114255267381668,0.4628742355108261,0.9836121165752411,True
CBASM,1250,0.6520922869443894,0.5207879200577736,0.41282341778278353,0.4668056689202785,0.9892669957876206,True
CBASM,1350,0.6594893211126327,0.5260056126117706,0.4127745732665062,0.4693900929391384,0.9901826477050781,True
CBASM,1450,0.6672980225086212,0.5486992353200912,0.42595187097787857,0.4873255531489849,0.9845197236537934,True
CBASM,1550,0.679463015794754,0.5615918359160423,0.4184574794769287,0.4900246576964855,0.9891211760044097,True
CBASM,1650,0.6990733295679092,0.5524703589081764,0.4233483853936195,0.48790937215089797,0.986542581319809,True
CBASM,1750,0.6995231288671494,0.5608283159136772,0.4339006996154785,0.49736450776457786,0.9876657664775849,True
CBASM,1850,0.7044425147771836,0.5528968322277069,0.42782235115766526,0.49035959169268606,0.9886282277107239,True
CBASM,1950,0.7121223652362824,0.5398872756958008,0.4235984033346176,0.4817428395152092,0.980199345946312,True
CBASM,2050,0.714026529788971,0.5790944164991378,0.4499442395567894,0.5145193280279636,0.9871940952539444,True
CBASM,2150,0.7223404574394227,0.5724433976411819,0.4436478462815285,0.5080456219613552,0.9830102211236954,True
CBASM,2250,0.737420083284378,0.5934371519088745,0.46884870558977126,0.5311429287493229,0.9841506141424179,True
CBASM,2350,0.7285286688804626,0.5860687094926834,0.44715012818574906,0.5166094188392162,0.9883726233243942,True
CBASM,2450,0.7264579439163208,0.5895805168151855,0.4505657196044922,0.5200731182098388,0.9841126191616059,True
CBASM,2550,0.7488943743705749,0.5963593250513077,0.47056786447763443,0.533463594764471,0.9925468373298645,True
CBASM,2650,0.7456654518842697,0.622322681248188,0.47856590926647186,0.55044429525733,0.9905960243940354,True
CBASM,2750,0.7520484465360642,0.6028977239131927,0.47251241743564604,0.5377050706744194,0.9845185893774032,True
CBASM,2850,0.7531590747833252,0.6139244738221169,0.4759536895155907,0.5449390816688537,0.9854457902908326,True
CBASM,2950,0.7523132061958313,0.608344376385212,0.47942315876483915,0.5438837675750255,0.9849330657720565,True
CBASM,3050,0.7536395281553269,0.6373883235454559,0.47507831066846845,0.5562333171069622,0.9847831881046295,True
CBASM,3150,0.7653159528970719,0.6276479285955429,0.4827352425456047,0.5551915855705738,0.9745930081605911,True
CBASM,3250,0.7575865143537521,0.6045623326301575,0.4707526025176048,0.5376574675738811,0.980518501996994,True
CBASM,3350,0.7714871656894684,0.6141418838500976,0.4759937596321106,0.5450678217411041,0.9687054687738419,True
CBASM,3450,0.7601656407117844,0.6143037009239197,0.47854511201381683,0.5464244064688683,0.9731580376625061,True
CBASM,3550,0.7597898733615875,0.6357239791750908,0.4821959662437439,0.5589599727094173,0.9810906666517257,True
