dataset,setting,seed,case_id,class_id,dice,jaccard,hd95,asd,zero_boundary_row,empty_penalty_row,model_type,source_record,checkpoint
LA,4_labeled,2022,XYDLYJ5CS19FDBVLJIPI,1,0.9285979668713555,0.8667129034277815,4.123105625617661,1.0997498040455547,0,0,ema,LA/4_labeled/seed2022/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/LA/4_labeled_std_seed2022/vnet/vnet_best_ema_model.pth
LA,4_labeled,2022,Y7ZU0B2APPF54WG6PDMF,1,0.8974001816082023,0.8138947301089798,5.744562646538029,2.1040493936973728,0,0,ema,LA/4_labeled/seed2022/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/LA/4_labeled_std_seed2022/vnet/vnet_best_ema_model.pth
LA,4_labeled,2022,YDKD1HVHSME6NVMA8I39,1,0.9023007809219917,0.8219927328361063,7.0,2.66925888300959,0,0,ema,LA/4_labeled/seed2022/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/LA/4_labeled_std_seed2022/vnet/vnet_best_ema_model.pth
LA,4_labeled,2022,Z9GMG63CJLL0VW893BB1,1,0.8839629157235114,0.7920551459959526,5.0990195135927845,2.1173004282486905,0,0,ema,LA/4_labeled/seed2022/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/LA/4_labeled_std_seed2022/vnet/vnet_best_ema_model.pth
LA,4_labeled,2022,ZIJLJAVQV3FJ6JSQOH1E,1,0.9161315138920813,0.8452423201101023,14.52583904633395,1.8910422447494128,0,0,ema,LA/4_labeled/seed2022/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/LA/4_labeled_std_seed2022/vnet/vnet_best_ema_model.pth
LA,4_labeled,2022,ZQPMJ4XEC5A4BISD45P1,1,0.9047059818838553,0.8259937212474766,7.0,2.0987107271749976,0,0,ema,LA/4_labeled/seed2022/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/LA/4_labeled_std_seed2022/vnet/vnet_best_ema_model.pth
LA,4_labeled,2023,UPT6DX9IQY9JAZ7HJKA7,1,0.8987231715897835,0.8160738048826146,3.7416573867739413,1.6820348355251904,0,0,ema,LA/4_labeled/seed2023/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/LA/4_labeled_std_seed2023/vnet/vnet_best_ema_model.pth
LA,4_labeled,2023,UTBUJIWZMKP64E3N73YC,1,0.9056291453298313,0.8275340497831312,6.48074069840786,1.5613146251703651,0,0,ema,LA/4_labeled/seed2023/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/LA/4_labeled_std_seed2023/vnet/vnet_best_ema_model.pth
LA,4_labeled,2023,ULHWPWKKLTE921LQLH1P,1,0.8835194837937389,0.7913433964758194,12.529964086141668,1.3151876468451984,0,0,ema,LA/4_labeled/seed2023/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/LA/4_labeled_std_seed2023/vnet/vnet_best_ema_model.pth
LA,4_labeled,2023,V0MZOWJ6MU3RMRCV9EXR,1,0.8927161609183185,0.806221611306715,6.082762530298219,1.5391374539958855,0,0,ema,LA/4_labeled/seed2023/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/LA/4_labeled_std_seed2023/vnet/vnet_best_ema_model.pth
LA,4_labeled,2023,VDOF02M8ZHEAADFMS6NP,1,0.8966561538535729,0.8126715502019266,4.123105625617661,1.444392056123277,0,0,ema,LA/4_labeled/seed2023/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/LA/4_labeled_std_seed2023/vnet/vnet_best_ema_model.pth
LA,4_labeled,2023,VG4C826RAAKVMV9BQLVD,1,0.8917914899394019,0.8047145296607023,7.3484692283495345,2.0476023141720057,0,0,ema,LA/4_labeled/seed2023/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/LA/4_labeled_std_seed2023/vnet/vnet_best_ema_model.pth
LA,4_labeled,2023,VIXBEFTNVHZWKAKURJBN,1,0.9259586415760999,0.8621256847454142,3.0,1.1886407436550106,0,0,ema,LA/4_labeled/seed2023/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/LA/4_labeled_std_seed2023/vnet/vnet_best_ema_model.pth
LA,4_labeled,2023,VQ2L3WM8KEVF6L44E6G9,1,0.8549573683995811,0.7466598577247842,6.164414002968976,2.253588263175612,0,0,ema,LA/4_labeled/seed2023/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/LA/4_labeled_std_seed2023/vnet/vnet_best_ema_model.pth
LA,4_labeled,2023,WBG9WYZ1B25WDT5WAT8T,1,0.9282491987997306,0.8661054395855554,4.242640687119285,1.3612073234688227,0,0,ema,LA/4_labeled/seed2023/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/LA/4_labeled_std_seed2023/vnet/vnet_best_ema_model.pth
LA,4_labeled,2023,WMDG2EFA6L2SNDZXIRU0,1,0.9143495919497238,0.8422136492278466,4.0,1.3770156027869713,0,0,ema,LA/4_labeled/seed2023/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/LA/4_labeled_std_seed2023/vnet/vnet_best_ema_model.pth
