class_id,n_cases,dice_mean,dice_std,jaccard_mean,jaccard_std,hd95_mean,hd95_std,asd_mean,asd_std
1,10,0.8474067545753107,0.06363079408289778,0.7397253719784984,0.09090237628245425,3.594780272564246,2.220368539492294,1.6145573422642012,1.4091709964907295
