class_id,n_cases,dice_mean,dice_std,jaccard_mean,jaccard_std,hd95_mean,hd95_std,asd_mean,asd_std
1,20,0.8351945660361817,0.05087452749711839,0.7200644289256863,0.0733107999387027,4.538518214387674,2.317406085684988,1.1811363702395883,0.6405681337827634
