class_id,n_cases,dice_mean,dice_std,jaccard_mean,jaccard_std,hd95_mean,hd95_std,asd_mean,asd_std
1,20,0.8980898438530236,0.021542538674506083,0.8156823156858769,0.03513363047602163,6.298704185918513,2.808119913799116,1.6508597225864114,0.4402469159409747
