class_id,n_cases,dice_mean,dice_std,jaccard_mean,jaccard_std,hd95_mean,hd95_std,asd_mean,asd_std
1,20,0.836809783166278,0.0507696262513185,0.7224414723872024,0.07317966116594728,4.595050522645844,2.4355936689747004,1.24991579240479,0.702571091349709
