class_id,n_cases,dice_mean,dice_std,jaccard_mean,jaccard_std,hd95_mean,hd95_std,asd_mean,asd_std
1,10,0.8516714246264282,0.06229391673252255,0.7460406491179633,0.08978874815255884,3.3631691109702024,1.8224201037252936,1.2655022678606953,0.6817276033301798
